animal	Length	Family	Sire	Dam	Salinity	SireID	DamID	Protein	HC	TG	FA	CH	PL
1099	0.082	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1100	0.083	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1101	0.085	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1102	0.074	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1103	0.072	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1104	0.078	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1105	0.075	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1106	0.081	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1107	0.094	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1108	0.09	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1109	0.093	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1110	0.082	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1111	0.072	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1112	0.084	AO	H	H	L	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1113	0.112	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1114	0.06	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1115	0.088	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1116	0.083	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1117	0.069	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1118	0.086	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1119	0.074	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1120	0.111	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1121	0.074	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1122	0.064	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1123	0.074	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1124	0.088	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1125	0.096	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1126	0.059	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1127	0.098	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1128	0.086	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1129	0.092	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1130	0.099	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1131	0.103	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1132	0.11	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1133	0.101	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1134	0.095	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1135	0.078	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1136	0.077	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1137	0.099	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1138	0.083	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1139	0.079	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1140	0.086	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1141	0.093	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1142	0.098	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1143	0.101	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1144	0.079	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1145	0.082	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1146	0.066	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1147	0.091	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1148	0.097	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1149	0.093	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1150	0.101	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1151	0.094	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1152	0.097	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1153	0.111	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1154	0.081	AO	H	H	H	SH8	DH3	23.48570227	16.94100271	161.1517397	29.57229352	11.87088089	422.4652966
1155	0.063	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1156	0.077	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1157	0.074	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1158	0.067	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1159	0.071	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1160	0.071	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1161	0.082	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1162	0.067	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1163	0.069	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1164	0.068	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1165	0.072	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1166	0.062	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1167	0.075	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1168	0.049	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1169	0.061	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1170	0.056	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1171	0.07	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1172	0.064	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1173	0.079	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1174	0.065	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1175	0.071	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1176	0.072	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1177	0.074	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1178	0.078	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1179	0.058	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1180	0.065	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1181	0.072	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1182	0.068	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1183	0.069	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1184	0.055	BF	H	H	L	SH12	DH5	24.14844423	19.33408758	322.2784505	41.19420361	14.7159089	505.3502676
1185	0.076	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1186	0.092	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1187	0.084	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1188	0.074	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1189	0.075	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1190	0.081	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1191	0.069	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1192	0.086	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1193	0.083	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1194	0.075	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1195	0.089	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1196	0.082	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1197	0.072	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1198	0.081	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1199	0.071	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1200	0.055	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1201	0.083	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1202	0.073	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1203	0.069	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1204	0.077	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1205	0.063	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1206	0.063	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1207	0.082	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1208	0.068	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1209	0.06	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1210	0.081	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1211	0.085	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1212	0.062	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1213	0.085	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1214	0.08	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1215	0.053	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1216	0.061	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1217	0.072	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1218	0.054	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1219	0.083	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1220	0.061	BM	H	H	L	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1221	0.066	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1222	0.074	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1223	0.075	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1224	0.102	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1225	0.078	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1226	0.076	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1227	0.082	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1228	0.053	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1229	0.069	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1230	0.058	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1231	0.068	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1232	0.062	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1233	0.057	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1234	0.073	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1235	0.059	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1236	0.057	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1237	0.06	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1238	0.092	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1239	0.082	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1240	0.081	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1241	0.072	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1242	0.088	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1243	0.093	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1244	0.074	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1245	0.057	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1246	0.066	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1247	0.052	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1248	0.059	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1249	0.085	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1250	0.057	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1251	0.079	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1252	0.054	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1253	0.067	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1254	0.071	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1255	0.097	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1256	0.073	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1257	0.075	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1258	0.079	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1259	0.095	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1260	0.073	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1261	0.07	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1262	0.062	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1263	0.073	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1264	0.065	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1265	0.075	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1266	0.081	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1267	0.081	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1268	0.068	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1269	0.073	BM	H	H	H	SH13	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1270	0.094	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1271	0.087	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1272	0.069	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1273	0.083	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1274	0.086	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1275	0.067	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1276	0.088	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1277	0.073	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1278	0.092	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1279	0.08	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1280	0.085	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1281	0.062	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1282	0.093	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1283	0.08	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1284	0.075	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1285	0.083	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1286	0.089	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1287	0.086	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1288	0.061	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1289	0.083	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1290	0.109	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1291	0.077	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1292	0.064	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1293	0.074	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1294	0.109	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1295	0.063	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1296	0.088	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1297	0.087	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1298	0.077	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1299	0.091	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1300	0.085	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1301	0.096	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1302	0.086	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1303	0.064	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1304	0.083	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1305	0.088	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1306	0.093	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1307	0.081	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1308	0.078	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1309	0.093	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1310	0.098	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1311	0.072	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1312	0.098	BO	L	L	L	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1313	0.093	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1314	0.093	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1315	0.087	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1316	0.093	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1317	0.099	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1318	0.076	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1319	0.079	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1320	0.094	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1321	0.087	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1322	0.088	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1323	0.09	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1324	0.084	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1325	0.08	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1326	0.08	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1327	0.085	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1328	0.085	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1329	0.072	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1330	0.09	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
1331	0.089	BO	L	L	H	SL8	DL10	20.104368	29.76403201	379.7336158	45.36463107	21.65004364	536.1475241
