animal	Length	Family	Sire	Dam	Salinity	SireID	DamID
1198	0.081	BM	H	H	L	SH13	DH6
1199	0.071	BM	H	H	L	SH13	DH6
1200	0.055	BM	H	H	L	SH13	DH6
1201	0.083	BM	H	H	L	SH13	DH6
1202	0.073	BM	H	H	L	SH13	DH6
1203	0.069	BM	H	H	L	SH13	DH6
1204	0.077	BM	H	H	L	SH13	DH6
1205	0.063	BM	H	H	L	SH13	DH6
1206	0.063	BM	H	H	L	SH13	DH6
1207	0.082	BM	H	H	L	SH13	DH6
1208	0.068	BM	H	H	L	SH13	DH6
1209	0.06	BM	H	H	L	SH13	DH6
1210	0.081	BM	H	H	L	SH13	DH6
1211	0.085	BM	H	H	L	SH13	DH6
1212	0.062	BM	H	H	L	SH13	DH6
1213	0.085	BM	H	H	L	SH13	DH6
1214	0.08	BM	H	H	L	SH13	DH6
1215	0.053	BM	H	H	L	SH13	DH6
1216	0.061	BM	H	H	L	SH13	DH6
1217	0.072	BM	H	H	L	SH13	DH6
1218	0.054	BM	H	H	L	SH13	DH6
1219	0.083	BM	H	H	L	SH13	DH6
1220	0.061	BM	H	H	L	SH13	DH6
1221	0.066	BM	H	H	H	SH13	DH6
1222	0.074	BM	H	H	H	SH13	DH6
1223	0.075	BM	H	H	H	SH13	DH6
1224	0.102	BM	H	H	H	SH13	DH6
1225	0.078	BM	H	H	H	SH13	DH6
1226	0.076	BM	H	H	H	SH13	DH6
1227	0.082	BM	H	H	H	SH13	DH6
1228	0.053	BM	H	H	H	SH13	DH6
1229	0.069	BM	H	H	H	SH13	DH6
1230	0.058	BM	H	H	H	SH13	DH6
1231	0.068	BM	H	H	H	SH13	DH6
1232	0.062	BM	H	H	H	SH13	DH6
1233	0.057	BM	H	H	H	SH13	DH6
1234	0.073	BM	H	H	H	SH13	DH6
1235	0.059	BM	H	H	H	SH13	DH6
1236	0.057	BM	H	H	H	SH13	DH6
1237	0.06	BM	H	H	H	SH13	DH6
1238	0.092	BM	H	H	H	SH13	DH6
1239	0.082	BM	H	H	H	SH13	DH6
1240	0.081	BM	H	H	H	SH13	DH6
1241	0.072	BM	H	H	H	SH13	DH6
1242	0.088	BM	H	H	H	SH13	DH6
1243	0.093	BM	H	H	H	SH13	DH6
1244	0.074	BM	H	H	H	SH13	DH6
1245	0.057	BM	H	H	H	SH13	DH6
1246	0.066	BM	H	H	H	SH13	DH6
1247	0.052	BM	H	H	H	SH13	DH6
1248	0.059	BM	H	H	H	SH13	DH6
1249	0.085	BM	H	H	H	SH13	DH6
1250	0.057	BM	H	H	H	SH13	DH6
1251	0.079	BM	H	H	H	SH13	DH6
1252	0.054	BM	H	H	H	SH13	DH6
1253	0.067	BM	H	H	H	SH13	DH6
1254	0.071	BM	H	H	H	SH13	DH6
1255	0.097	BM	H	H	H	SH13	DH6
1256	0.073	BM	H	H	H	SH13	DH6
1257	0.075	BM	H	H	H	SH13	DH6
1258	0.079	BM	H	H	H	SH13	DH6
1259	0.095	BM	H	H	H	SH13	DH6
1260	0.073	BM	H	H	H	SH13	DH6
1261	0.07	BM	H	H	H	SH13	DH6
1262	0.062	BM	H	H	H	SH13	DH6
1263	0.073	BM	H	H	H	SH13	DH6
1264	0.065	BM	H	H	H	SH13	DH6
1265	0.075	BM	H	H	H	SH13	DH6
1266	0.081	BM	H	H	H	SH13	DH6
1267	0.081	BM	H	H	H	SH13	DH6
1268	0.068	BM	H	H	H	SH13	DH6
1269	0.073	BM	H	H	H	SH13	DH6
1270	0.094	BO	L	L	L	SL8	DL10
1271	0.087	BO	L	L	L	SL8	DL10
1272	0.069	BO	L	L	L	SL8	DL10
1273	0.083	BO	L	L	L	SL8	DL10
1274	0.086	BO	L	L	L	SL8	DL10
1275	0.067	BO	L	L	L	SL8	DL10
1276	0.088	BO	L	L	L	SL8	DL10
1277	0.073	BO	L	L	L	SL8	DL10
1278	0.092	BO	L	L	L	SL8	DL10
1279	0.08	BO	L	L	L	SL8	DL10
1280	0.085	BO	L	L	L	SL8	DL10
1281	0.062	BO	L	L	L	SL8	DL10
1282	0.093	BO	L	L	L	SL8	DL10
1283	0.08	BO	L	L	L	SL8	DL10
1284	0.075	BO	L	L	L	SL8	DL10
1285	0.083	BO	L	L	L	SL8	DL10
1286	0.089	BO	L	L	L	SL8	DL10
1287	0.086	BO	L	L	L	SL8	DL10
1288	0.061	BO	L	L	L	SL8	DL10
1289	0.083	BO	L	L	L	SL8	DL10
1290	0.109	BO	L	L	L	SL8	DL10
1291	0.077	BO	L	L	L	SL8	DL10
1292	0.064	BO	L	L	L	SL8	DL10
1293	0.074	BO	L	L	L	SL8	DL10
1294	0.109	BO	L	L	L	SL8	DL10
1295	0.063	BO	L	L	L	SL8	DL10
1296	0.088	BO	L	L	L	SL8	DL10
1297	0.087	BO	L	L	L	SL8	DL10
1298	0.077	BO	L	L	L	SL8	DL10
1299	0.091	BO	L	L	L	SL8	DL10
1300	0.085	BO	L	L	L	SL8	DL10
1301	0.096	BO	L	L	L	SL8	DL10
1302	0.086	BO	L	L	L	SL8	DL10
1303	0.064	BO	L	L	L	SL8	DL10
1304	0.083	BO	L	L	L	SL8	DL10
1305	0.088	BO	L	L	L	SL8	DL10
1306	0.093	BO	L	L	L	SL8	DL10
1307	0.081	BO	L	L	L	SL8	DL10
1308	0.078	BO	L	L	L	SL8	DL10
1309	0.093	BO	L	L	L	SL8	DL10
1310	0.098	BO	L	L	L	SL8	DL10
1311	0.072	BO	L	L	L	SL8	DL10
1312	0.098	BO	L	L	L	SL8	DL10
1313	0.093	BO	L	L	H	SL8	DL10
1314	0.093	BO	L	L	H	SL8	DL10
1315	0.087	BO	L	L	H	SL8	DL10
1316	0.093	BO	L	L	H	SL8	DL10
1317	0.099	BO	L	L	H	SL8	DL10
1318	0.076	BO	L	L	H	SL8	DL10
1319	0.079	BO	L	L	H	SL8	DL10
1320	0.094	BO	L	L	H	SL8	DL10
1321	0.087	BO	L	L	H	SL8	DL10
1322	0.088	BO	L	L	H	SL8	DL10
1323	0.09	BO	L	L	H	SL8	DL10
1324	0.084	BO	L	L	H	SL8	DL10
1325	0.08	BO	L	L	H	SL8	DL10
1326	0.08	BO	L	L	H	SL8	DL10
1327	0.085	BO	L	L	H	SL8	DL10
1328	0.085	BO	L	L	H	SL8	DL10
1329	0.072	BO	L	L	H	SL8	DL10
1330	0.09	BO	L	L	H	SL8	DL10
1331	0.089	BO	L	L	H	SL8	DL10
1332	0.08	BO	L	L	H	SL8	DL10
1333	0.09	BO	L	L	H	SL8	DL10
1334	0.086	BO	L	L	H	SL8	DL10
1335	0.095	BO	L	L	H	SL8	DL10
1336	0.092	BO	L	L	H	SL8	DL10
1337	0.077	BO	L	L	H	SL8	DL10
1338	0.088	BO	L	L	H	SL8	DL10
1339	0.103	BO	L	L	H	SL8	DL10
1340	0.086	BO	L	L	H	SL8	DL10
1341	0.093	BO	L	L	H	SL8	DL10
1342	0.098	BO	L	L	H	SL8	DL10
1343	0.088	BO	L	L	H	SL8	DL10
1344	0.097	BO	L	L	H	SL8	DL10
1345	0.08	BO	L	L	H	SL8	DL10
1346	0.097	BO	L	L	H	SL8	DL10
1347	0.088	BO	L	L	H	SL8	DL10
1348	0.098	BO	L	L	H	SL8	DL10
1349	0.082	BO	L	L	H	SL8	DL10
1350	0.088	BO	L	L	H	SL8	DL10
1351	0.09	BO	L	L	H	SL8	DL10
1352	0.095	BO	L	L	H	SL8	DL10
1353	0.093	BO	L	L	H	SL8	DL10
1354	0.079	BO	L	L	H	SL8	DL10
1355	0.081	BO	L	L	H	SL8	DL10
1356	0.101	BO	L	L	H	SL8	DL10
1357	0.095	BO	L	L	H	SL8	DL10
1358	0.096	BO	L	L	H	SL8	DL10
1359	0.086	BO	L	L	H	SL8	DL10
1360	0.081	BO	L	L	H	SL8	DL10
1361	0.088	BO	L	L	H	SL8	DL10
1362	0.087	BO	L	L	H	SL8	DL10
1363	0.093	BQ	L	H	L	SL8	DH6
1364	0.068	BQ	L	H	L	SL8	DH6
1365	0.062	BQ	L	H	L	SL8	DH6
1366	0.065	BQ	L	H	L	SL8	DH6
1367	0.08	BQ	L	H	L	SL8	DH6
1368	0.082	BQ	L	H	L	SL8	DH6
1369	0.07	BQ	L	H	L	SL8	DH6
1370	0.079	BQ	L	H	L	SL8	DH6
1371	0.073	BQ	L	H	L	SL8	DH6
1372	0.074	BQ	L	H	L	SL8	DH6
1373	0.075	BQ	L	H	L	SL8	DH6
1374	0.079	BQ	L	H	L	SL8	DH6
1375	0.076	BQ	L	H	L	SL8	DH6
1376	0.059	BQ	L	H	L	SL8	DH6
1377	0.079	BQ	L	H	L	SL8	DH6
1378	0.074	BQ	L	H	L	SL8	DH6
1379	0.094	BQ	L	H	L	SL8	DH6
1380	0.076	BQ	L	H	L	SL8	DH6
1381	0.058	BQ	L	H	L	SL8	DH6
1382	0.061	BQ	L	H	L	SL8	DH6
1383	0.085	BQ	L	H	L	SL8	DH6
1384	0.065	BQ	L	H	L	SL8	DH6
1385	0.055	BQ	L	H	L	SL8	DH6
1386	0.074	BQ	L	H	L	SL8	DH6
1387	0.072	BQ	L	H	L	SL8	DH6
1388	0.085	BQ	L	H	L	SL8	DH6
1389	0.077	BQ	L	H	L	SL8	DH6
1390	0.076	BQ	L	H	L	SL8	DH6
1391	0.062	BQ	L	H	L	SL8	DH6
1392	0.066	BQ	L	H	L	SL8	DH6
1393	0.086	BQ	L	H	L	SL8	DH6
1394	0.085	BQ	L	H	L	SL8	DH6
1395	0.085	BQ	L	H	L	SL8	DH6
1396	0.068	BQ	L	H	L	SL8	DH6
1397	0.084	BQ	L	H	L	SL8	DH6
1398	0.061	BQ	L	H	L	SL8	DH6
1399	0.052	BQ	L	H	L	SL8	DH6
1400	0.062	BQ	L	H	L	SL8	DH6
1401	0.071	BQ	L	H	L	SL8	DH6
1402	0.071	BQ	L	H	L	SL8	DH6
1403	0.07	BQ	L	H	L	SL8	DH6
1404	0.082	BQ	L	H	L	SL8	DH6
1405	0.065	BQ	L	H	L	SL8	DH6
1406	0.069	BQ	L	H	L	SL8	DH6
1407	0.075	BQ	L	H	L	SL8	DH6
1408	0.071	BQ	L	H	L	SL8	DH6
1409	0.09	BQ	L	H	L	SL8	DH6
1410	0.082	BQ	L	H	H	SL8	DH6
1411	0.092	BQ	L	H	H	SL8	DH6
1412	0.059	BQ	L	H	H	SL8	DH6
1413	0.084	BQ	L	H	H	SL8	DH6
1414	0.088	BQ	L	H	H	SL8	DH6
1415	0.085	BQ	L	H	H	SL8	DH6
1416	0.069	BQ	L	H	H	SL8	DH6
1417	0.096	BQ	L	H	H	SL8	DH6
1418	0.085	BQ	L	H	H	SL8	DH6
1419	0.085	BQ	L	H	H	SL8	DH6
1420	0.089	BQ	L	H	H	SL8	DH6
1421	0.088	BQ	L	H	H	SL8	DH6
1422	0.092	BQ	L	H	H	SL8	DH6
1423	0.096	BQ	L	H	H	SL8	DH6
1424	0.094	BQ	L	H	H	SL8	DH6
1425	0.089	BQ	L	H	H	SL8	DH6
1426	0.092	BQ	L	H	H	SL8	DH6
1427	0.079	BQ	L	H	H	SL8	DH6
1428	0.1	BQ	L	H	H	SL8	DH6
1429	0.085	BQ	L	H	H	SL8	DH6
1430	0.093	BQ	L	H	H	SL8	DH6
1431	0.088	BQ	L	H	H	SL8	DH6
1432	0.089	BQ	L	H	H	SL8	DH6
1433	0.084	BQ	L	H	H	SL8	DH6
1434	0.095	BQ	L	H	H	SL8	DH6
1435	0.068	BQ	L	H	H	SL8	DH6
1436	0.075	BQ	L	H	H	SL8	DH6
1437	0.088	BQ	L	H	H	SL8	DH6
1438	0.081	BQ	L	H	H	SL8	DH6
1439	0.073	BQ	L	H	H	SL8	DH6
1440	0.058	BQ	L	H	H	SL8	DH6
1441	0.081	BQ	L	H	H	SL8	DH6
1442	0.076	BQ	L	H	H	SL8	DH6
1443	0.088	BQ	L	H	H	SL8	DH6
1444	0.094	BQ	L	H	H	SL8	DH6
1445	0.094	BQ	L	H	H	SL8	DH6
1446	0.061	BQ	L	H	H	SL8	DH6
1447	0.089	BQ	L	H	H	SL8	DH6
1448	0.091	BQ	L	H	H	SL8	DH6
1449	0.087	BQ	L	H	H	SL8	DH6
1450	0.075	BQ	L	H	H	SL8	DH6
1451	0.081	BQ	L	H	H	SL8	DH6
1452	0.081	CK	H	H	L	SH4D	DH16D
1453	0.06	CK	H	H	L	SH4D	DH16D
1454	0.066	CK	H	H	L	SH4D	DH16D
1455	0.071	CK	H	H	L	SH4D	DH16D
1456	0.067	CK	H	H	L	SH4D	DH16D
1457	0.073	CK	H	H	L	SH4D	DH16D
1458	0.058	CK	H	H	L	SH4D	DH16D
1459	0.051	CK	H	H	L	SH4D	DH16D
1460	0.07	CK	H	H	L	SH4D	DH16D
1461	0.071	CK	H	H	L	SH4D	DH16D
1462	0.079	CK	H	H	L	SH4D	DH16D
1463	0.058	CK	H	H	L	SH4D	DH16D
1464	0.082	CK	H	H	L	SH4D	DH16D
1465	0.082	CK	H	H	L	SH4D	DH16D
1466	0.068	CK	H	H	L	SH4D	DH16D
1467	0.076	CK	H	H	L	SH4D	DH16D
1468	0.073	CK	H	H	L	SH4D	DH16D
1469	0.067	CK	H	H	L	SH4D	DH16D
1470	0.069	CK	H	H	L	SH4D	DH16D
1471	0.064	CK	H	H	L	SH4D	DH16D
1472	0.071	CK	H	H	L	SH4D	DH16D
1473	0.082	CK	H	H	L	SH4D	DH16D
1474	0.081	CK	H	H	L	SH4D	DH16D
1475	0.079	CK	H	H	L	SH4D	DH16D
1476	0.065	CK	H	H	L	SH4D	DH16D
1477	0.074	CK	H	H	L	SH4D	DH16D
1478	0.077	CK	H	H	L	SH4D	DH16D
1479	0.07	CK	H	H	L	SH4D	DH16D
1480	0.072	CK	H	H	L	SH4D	DH16D
1481	0.067	CK	H	H	L	SH4D	DH16D
1482	0.067	CK	H	H	L	SH4D	DH16D
1483	0.064	CK	H	H	L	SH4D	DH16D
1484	0.081	CK	H	H	L	SH4D	DH16D
1485	0.065	CK	H	H	L	SH4D	DH16D
1486	0.061	CK	H	H	L	SH4D	DH16D
1487	0.083	CK	H	H	L	SH4D	DH16D
1488	0.06	CK	H	H	L	SH4D	DH16D
1489	0.063	CK	H	H	L	SH4D	DH16D
1490	0.066	CK	H	H	L	SH4D	DH16D
1491	0.074	CK	H	H	L	SH4D	DH16D
1492	0.062	CK	H	H	L	SH4D	DH16D
1493	0.054	CK	H	H	L	SH4D	DH16D
1494	0.063	CK	H	H	L	SH4D	DH16D
1495	0.068	CK	H	H	L	SH4D	DH16D
1496	0.064	CK	H	H	L	SH4D	DH16D
1497	0.069	CK	H	H	L	SH4D	DH16D
1498	0.074	CK	H	H	L	SH4D	DH16D
1499	0.059	CK	H	H	H	SH4D	DH16D
1500	0.062	CK	H	H	H	SH4D	DH16D
1501	0.069	CK	H	H	H	SH4D	DH16D
1502	0.06	CK	H	H	H	SH4D	DH16D
1503	0.059	CK	H	H	H	SH4D	DH16D
1504	0.06	CK	H	H	H	SH4D	DH16D
1505	0.045	CK	H	H	H	SH4D	DH16D
1506	0.073	CK	H	H	H	SH4D	DH16D
1507	0.049	CK	H	H	H	SH4D	DH16D
1508	0.063	CK	H	H	H	SH4D	DH16D
1509	0.072	CK	H	H	H	SH4D	DH16D
1510	0.06	CK	H	H	H	SH4D	DH16D
1511	0.07	CK	H	H	H	SH4D	DH16D
1512	0.076	CK	H	H	H	SH4D	DH16D
1513	0.065	CK	H	H	H	SH4D	DH16D
1514	0.061	CK	H	H	H	SH4D	DH16D
1515	0.071	CK	H	H	H	SH4D	DH16D
1516	0.05	CK	H	H	H	SH4D	DH16D
1517	0.065	CK	H	H	H	SH4D	DH16D
1518	0.07	CK	H	H	H	SH4D	DH16D
1519	0.056	CK	H	H	H	SH4D	DH16D
1520	0.071	CK	H	H	H	SH4D	DH16D
1521	0.066	CK	H	H	H	SH4D	DH16D
1522	0.065	CK	H	H	H	SH4D	DH16D
1523	0.062	CK	H	H	H	SH4D	DH16D
1524	0.054	CK	H	H	H	SH4D	DH16D
1525	0.051	CK	H	H	H	SH4D	DH16D
1526	0.077	CK	H	H	H	SH4D	DH16D
1527	0.076	CK	H	H	H	SH4D	DH16D
1528	0.065	CK	H	H	H	SH4D	DH16D
1529	0.07	CK	H	H	H	SH4D	DH16D
1530	0.088	CL	H	H	L	SH15D	DH16D
1531	0.064	CL	H	H	L	SH15D	DH16D
1532	0.078	CL	H	H	L	SH15D	DH16D
1533	0.063	CL	H	H	L	SH15D	DH16D
1534	0.073	CL	H	H	L	SH15D	DH16D
1535	0.09	CL	H	H	L	SH15D	DH16D
1536	0.077	CL	H	H	L	SH15D	DH16D
1537	0.079	CL	H	H	L	SH15D	DH16D
1538	0.082	CL	H	H	L	SH15D	DH16D
1539	0.077	CL	H	H	L	SH15D	DH16D
1540	0.079	CL	H	H	L	SH15D	DH16D
1541	0.077	CL	H	H	L	SH15D	DH16D
1542	0.079	CL	H	H	L	SH15D	DH16D
1543	0.078	CL	H	H	L	SH15D	DH16D
1544	0.074	CL	H	H	L	SH15D	DH16D
1545	0.089	CL	H	H	L	SH15D	DH16D
1546	0.079	CL	H	H	L	SH15D	DH16D
1547	0.067	CL	H	H	L	SH15D	DH16D
1548	0.074	CL	H	H	L	SH15D	DH16D
1549	0.082	CL	H	H	L	SH15D	DH16D
1550	0.076	CL	H	H	L	SH15D	DH16D
1551	0.089	CL	H	H	L	SH15D	DH16D
1552	0.082	CL	H	H	L	SH15D	DH16D
1553	0.068	CL	H	H	L	SH15D	DH16D
1554	0.086	CL	H	H	L	SH15D	DH16D
1555	0.085	CL	H	H	L	SH15D	DH16D
1556	0.075	CL	H	H	L	SH15D	DH16D
1557	0.075	CL	H	H	L	SH15D	DH16D
1558	0.067	CL	H	H	L	SH15D	DH16D
1559	0.077	CL	H	H	L	SH15D	DH16D
1560	0.069	CL	H	H	L	SH15D	DH16D
1561	0.075	CL	H	H	L	SH15D	DH16D
1562	0.071	CL	H	H	L	SH15D	DH16D
1563	0.065	CL	H	H	L	SH15D	DH16D
1564	0.079	CL	H	H	L	SH15D	DH16D
1565	0.08	CL	H	H	L	SH15D	DH16D
1566	0.077	CL	H	H	L	SH15D	DH16D
1567	0.074	CL	H	H	L	SH15D	DH16D
1568	0.083	CL	H	H	L	SH15D	DH16D
1569	0.089	CL	H	H	L	SH15D	DH16D
1570	0.07	CL	H	H	L	SH15D	DH16D
1571	0.085	CL	H	H	L	SH15D	DH16D
1572	0.073	CL	H	H	L	SH15D	DH16D
1573	0.077	CL	H	H	L	SH15D	DH16D
1574	0.081	CL	H	H	L	SH15D	DH16D
1575	0.076	CL	H	H	L	SH15D	DH16D
1576	0.069	CL	H	H	L	SH15D	DH16D
1577	0.08	CL	H	H	L	SH15D	DH16D
1578	0.078	CL	H	H	L	SH15D	DH16D
1579	0.073	CL	H	H	H	SH15D	DH16D
1580	0.069	CL	H	H	H	SH15D	DH16D
1581	0.08	CL	H	H	H	SH15D	DH16D
1582	0.076	CL	H	H	H	SH15D	DH16D
1583	0.079	CL	H	H	H	SH15D	DH16D
1584	0.059	CL	H	H	H	SH15D	DH16D
1585	0.071	CL	H	H	H	SH15D	DH16D
1586	0.071	CL	H	H	H	SH15D	DH16D
1587	0.066	CL	H	H	H	SH15D	DH16D
1588	0.074	AI	L	L	L	SL4	DL3
1589	0.074	AI	L	L	L	SL4	DL3
1590	0.068	AI	L	L	L	SL4	DL3
1591	0.068	AI	L	L	L	SL4	DL3
1592	0.069	AI	L	L	L	SL4	DL3
1593	0.074	AI	L	L	L	SL4	DL3
1594	0.077	AI	L	L	L	SL4	DL3
1595	0.07	AI	L	L	L	SL4	DL3
1596	0.084	AI	L	L	L	SL4	DL3
1597	0.07	AI	L	L	L	SL4	DL3
1598	0.067	AI	L	L	L	SL4	DL3
1599	0.072	AI	L	L	L	SL4	DL3
1600	0.068	AI	L	L	L	SL4	DL3
1601	0.057	AI	L	L	L	SL4	DL3
1602	0.069	AI	L	L	L	SL4	DL3
1603	0.082	AI	L	L	L	SL4	DL3
1604	0.067	AI	L	L	L	SL4	DL3
1605	0.061	AI	L	L	L	SL4	DL3
1606	0.069	AI	L	L	L	SL4	DL3
1607	0.072	AI	L	L	L	SL4	DL3
1608	0.067	AI	L	L	L	SL4	DL3
1609	0.067	AI	L	L	L	SL4	DL3
1610	0.069	AI	L	L	L	SL4	DL3
1611	0.074	AI	L	L	L	SL4	DL3
1612	0.073	AI	L	L	L	SL4	DL3
1613	0.069	AI	L	L	L	SL4	DL3
1614	0.058	AI	L	L	L	SL4	DL3
1615	0.071	AI	L	L	L	SL4	DL3
1616	0.072	AI	L	L	L	SL4	DL3
1617	0.069	AI	L	L	H	SL4	DL3
1618	0.071	AI	L	L	H	SL4	DL3
1619	0.076	AI	L	L	H	SL4	DL3
1620	0.065	AI	L	L	H	SL4	DL3
1621	0.081	AI	L	L	H	SL4	DL3
1622	0.056	AI	L	L	H	SL4	DL3
1623	0.075	AI	L	L	H	SL4	DL3
1624	0.078	AI	L	L	H	SL4	DL3
1625	0.062	AI	L	L	H	SL4	DL3
1626	0.066	AI	L	L	H	SL4	DL3
1627	0.076	AI	L	L	H	SL4	DL3
1628	0.068	AI	L	L	H	SL4	DL3
1629	0.062	AI	L	L	H	SL4	DL3
1630	0.075	AI	L	L	H	SL4	DL3
1631	0.061	AI	L	L	H	SL4	DL3
1632	0.064	AI	L	L	H	SL4	DL3
1633	0.079	AI	L	L	H	SL4	DL3
1634	0.07	AI	L	L	H	SL4	DL3
1635	0.064	AI	L	L	H	SL4	DL3
1636	0.073	AI	L	L	H	SL4	DL3
1637	0.089	AI	L	L	H	SL4	DL3
1638	0.065	AI	L	L	H	SL4	DL3
1639	0.073	AI	L	L	H	SL4	DL3
1640	0.069	AI	L	L	H	SL4	DL3
1641	0.083	AI	L	L	H	SL4	DL3
1642	0.074	AI	L	L	H	SL4	DL3
1643	0.086	AI	L	L	H	SL4	DL3
1644	0.066	AI	L	L	H	SL4	DL3
1645	0.07	AI	L	L	H	SL4	DL3
1646	0.077	AI	L	L	H	SL4	DL3
1647	0.087	AI	L	L	H	SL4	DL3
1648	0.079	AI	L	L	H	SL4	DL3
1649	0.069	AI	L	L	H	SL4	DL3
1650	0.075	AN	H	L	L	SH8	DL1
1651	0.089	AN	H	L	L	SH8	DL1
1652	0.079	AN	H	L	L	SH8	DL1
1653	0.094	AN	H	L	L	SH8	DL1
1654	0.084	AN	H	L	L	SH8	DL1
1655	0.092	AN	H	L	L	SH8	DL1
1656	0.083	AN	H	L	L	SH8	DL1
1657	0.087	AN	H	L	L	SH8	DL1
1658	0.068	AN	H	L	L	SH8	DL1
1659	0.069	AN	H	L	L	SH8	DL1
1660	0.075	AN	H	L	L	SH8	DL1
1661	0.097	AN	H	L	L	SH8	DL1
1662	0.075	AN	H	L	L	SH8	DL1
1663	0.073	AN	H	L	L	SH8	DL1
1664	0.078	AN	H	L	L	SH8	DL1
1665	0.082	AN	H	L	L	SH8	DL1
1666	0.076	AN	H	L	L	SH8	DL1
1667	0.073	AN	H	L	L	SH8	DL1
1668	0.07	AN	H	L	L	SH8	DL1
1669	0.08	AN	H	L	L	SH8	DL1
1670	0.086	AN	H	L	L	SH8	DL1
1671	0.078	AN	H	L	L	SH8	DL1
1672	0.08	AN	H	L	L	SH8	DL1
1673	0.073	AN	H	L	L	SH8	DL1
1674	0.081	AN	H	L	L	SH8	DL1
1675	0.08	AN	H	L	L	SH8	DL1
1676	0.068	AN	H	L	L	SH8	DL1
1677	0.1	AN	H	L	L	SH8	DL1
1678	0.084	AN	H	L	L	SH8	DL1
1679	0.084	AN	H	L	L	SH8	DL1
1680	0.08	AN	H	L	L	SH8	DL1
1681	0.075	AN	H	L	L	SH8	DL1
1682	0.075	AN	H	L	L	SH8	DL1
1683	0.089	AN	H	L	L	SH8	DL1
1684	0.079	AN	H	L	L	SH8	DL1
1685	0.065	AN	H	L	L	SH8	DL1
1686	0.068	AN	H	L	L	SH8	DL1
1687	0.075	AN	H	L	L	SH8	DL1
1688	0.079	AN	H	L	L	SH8	DL1
1689	0.087	AN	H	L	H	SH8	DL1
1690	0.071	AN	H	L	H	SH8	DL1
1691	0.097	AN	H	L	H	SH8	DL1
1692	0.077	AN	H	L	H	SH8	DL1
1693	0.074	AN	H	L	H	SH8	DL1
1694	0.074	AN	H	L	H	SH8	DL1
1695	0.067	AN	H	L	H	SH8	DL1
1696	0.08	AN	H	L	H	SH8	DL1
1697	0.078	AN	H	L	H	SH8	DL1
1698	0.076	AN	H	L	H	SH8	DL1
1699	0.072	AN	H	L	H	SH8	DL1
1700	0.079	AN	H	L	H	SH8	DL1
1701	0.076	AN	H	L	H	SH8	DL1
1702	0.105	AN	H	L	H	SH8	DL1
1703	0.083	AN	H	L	H	SH8	DL1
1704	0.071	AN	H	L	H	SH8	DL1
1705	0.095	AN	H	L	H	SH8	DL1
1706	0.089	AN	H	L	H	SH8	DL1
1707	0.076	AN	H	L	H	SH8	DL1
1708	0.068	AN	H	L	H	SH8	DL1
1709	0.071	AN	H	L	H	SH8	DL1
1710	0.073	AN	H	L	H	SH8	DL1
1711	0.089	AN	H	L	H	SH8	DL1
1712	0.089	AN	H	L	H	SH8	DL1
1713	0.08	AN	H	L	H	SH8	DL1
1714	0.081	AN	H	L	H	SH8	DL1
1715	0.079	AN	H	L	H	SH8	DL1
1716	0.082	AN	H	L	H	SH8	DL1
1717	0.076	AN	H	L	H	SH8	DL1
1718	0.076	AN	H	L	H	SH8	DL1
1719	0.069	AN	H	L	H	SH8	DL1
1720	0.077	AN	H	L	H	SH8	DL1
1721	0.072	AN	H	L	H	SH8	DL1
1722	0.068	AN	H	L	H	SH8	DL1
1723	0.105	AN	H	L	H	SH8	DL1
1724	0.08	AN	H	L	H	SH8	DL1
1725	0.072	BI	L	H	L	SL7	DH6
1726	0.062	BI	L	H	L	SL7	DH6
1727	0.067	BI	L	H	L	SL7	DH6
1728	0.079	BI	L	H	L	SL7	DH6
1729	0.072	BI	L	H	L	SL7	DH6
1730	0.09	BI	L	H	L	SL7	DH6
1731	0.065	BI	L	H	L	SL7	DH6
1732	0.076	BI	L	H	L	SL7	DH6
1733	0.079	BI	L	H	L	SL7	DH6
1734	0.067	BI	L	H	L	SL7	DH6
1735	0.064	BI	L	H	L	SL7	DH6
1736	0.074	BI	L	H	L	SL7	DH6
1737	0.078	BI	L	H	L	SL7	DH6
1738	0.059	BI	L	H	L	SL7	DH6
1739	0.057	BI	L	H	L	SL7	DH6
1740	0.086	BI	L	H	L	SL7	DH6
1741	0.088	BI	L	H	L	SL7	DH6
1742	0.095	BI	L	H	L	SL7	DH6
1743	0.075	BI	L	H	L	SL7	DH6
1744	0.078	BI	L	H	L	SL7	DH6
1745	0.067	BI	L	H	L	SL7	DH6
1746	0.07	BI	L	H	L	SL7	DH6
1747	0.068	BI	L	H	L	SL7	DH6
1748	0.062	BI	L	H	L	SL7	DH6
1749	0.078	BI	L	H	L	SL7	DH6
1750	0.073	BI	L	H	L	SL7	DH6
1751	0.068	BI	L	H	L	SL7	DH6
1752	0.089	BI	L	H	L	SL7	DH6
1753	0.074	BI	L	H	L	SL7	DH6
1754	0.083	BI	L	H	L	SL7	DH6
1755	0.079	BI	L	H	L	SL7	DH6
1756	0.06	BI	L	H	L	SL7	DH6
1757	0.064	BI	L	H	L	SL7	DH6
1758	0.089	BI	L	H	L	SL7	DH6
1759	0.064	BI	L	H	L	SL7	DH6
1760	0.054	BI	L	H	L	SL7	DH6
1761	0.09	BI	L	H	L	SL7	DH6
1762	0.07	BI	L	H	L	SL7	DH6
1763	0.071	BI	L	H	H	SL7	DH6
1764	0.092	BI	L	H	H	SL7	DH6
