animal	Length	Family	Sire	Dam	Salinity	SireID	DamID
2506	0.085	YR	L	H	H	VSL29	VDH29
2507	0.073	YR	L	H	H	VSL29	VDH29
2508	0.103	YR	L	H	H	VSL29	VDH29
2509	0.109	YR	L	H	H	VSL29	VDH29
2510	0.106	YR	L	H	H	VSL29	VDH29
2511	0.103	YR	L	H	H	VSL29	VDH29
2512	0.079	YR	L	H	H	VSL29	VDH29
2513	0.091	YR	L	H	H	VSL29	VDH29
2514	0.097	YR	L	H	H	VSL29	VDH29
2515	0.098	YR	L	H	H	VSL29	VDH29
2516	0.082	YR	L	H	H	VSL29	VDH29
2517	0.103	YR	L	H	H	VSL29	VDH29
2518	0.1	YR	L	H	H	VSL29	VDH29
2519	0.089	YR	L	H	H	VSL29	VDH29
2520	0.067	YR	L	H	H	VSL29	VDH29
2521	0.087	YR	L	H	H	VSL29	VDH29
2522	0.092	YR	L	H	H	VSL29	VDH29
2523	0.068	YR	L	H	H	VSL29	VDH29
2524	0.081	YR	L	H	H	VSL29	VDH29
2525	0.09	YR	L	H	H	VSL29	VDH29
2526	0.098	YR	L	H	H	VSL29	VDH29
2527	0.097	YR	L	H	H	VSL29	VDH29
2528	0.073	YR	L	H	H	VSL29	VDH29
2529	0.098	YR	L	H	H	VSL29	VDH29
2530	0.069	YR	L	H	H	VSL29	VDH29
2531	0.078	YR	L	H	H	VSL29	VDH29
2532	0.085	YR	L	H	H	VSL29	VDH29
2533	0.108	YR	L	H	H	VSL29	VDH29
2534	0.097	YR	L	H	H	VSL29	VDH29
2535	0.09	YR	L	H	H	VSL29	VDH29
2536	0.098	YR	L	H	H	VSL29	VDH29
2537	0.099	YR	L	H	H	VSL29	VDH29
2538	0.081	YR	L	H	H	VSL29	VDH29
2539	0.074	YR	L	H	H	VSL29	VDH29
2540	0.083	YR	L	H	H	VSL29	VDH29
2541	0.082	YR	L	H	H	VSL29	VDH29
2542	0.078	YR	L	H	H	VSL29	VDH29
2543	0.064	YU	H	H	L	VSH31	VDH28
2544	0.067	YU	H	H	L	VSH31	VDH28
2545	0.07	YU	H	H	L	VSH31	VDH28
2546	0.072	YU	H	H	L	VSH31	VDH28
2547	0.075	YU	H	H	L	VSH31	VDH28
2548	0.057	YU	H	H	L	VSH31	VDH28
2549	0.056	YU	H	H	L	VSH31	VDH28
2550	0.054	YU	H	H	L	VSH31	VDH28
2551	0.064	YU	H	H	L	VSH31	VDH28
2552	0.08	YU	H	H	L	VSH31	VDH28
2553	0.058	YU	H	H	L	VSH31	VDH28
2554	0.077	YU	H	H	L	VSH31	VDH28
2555	0.065	YU	H	H	L	VSH31	VDH28
2556	0.082	YU	H	H	L	VSH31	VDH28
2557	0.081	YU	H	H	L	VSH31	VDH28
2558	0.082	YU	H	H	L	VSH31	VDH28
2559	0.077	YU	H	H	L	VSH31	VDH28
2560	0.072	YU	H	H	L	VSH31	VDH28
2561	0.064	YU	H	H	L	VSH31	VDH28
2562	0.072	YU	H	H	L	VSH31	VDH28
2563	0.073	YU	H	H	L	VSH31	VDH28
2564	0.063	YU	H	H	L	VSH31	VDH28
2565	0.065	YU	H	H	L	VSH31	VDH28
2566	0.056	YU	H	H	L	VSH31	VDH28
2567	0.068	YU	H	H	L	VSH31	VDH28
2568	0.064	YU	H	H	L	VSH31	VDH28
2569	0.076	YU	H	H	L	VSH31	VDH28
2570	0.071	YU	H	H	L	VSH31	VDH28
2571	0.059	YU	H	H	L	VSH31	VDH28
2572	0.068	YU	H	H	L	VSH31	VDH28
2573	0.076	YU	H	H	L	VSH31	VDH28
2574	0.069	YU	H	H	L	VSH31	VDH28
2575	0.078	YU	H	H	L	VSH31	VDH28
2576	0.079	YU	H	H	L	VSH31	VDH28
2577	0.075	YU	H	H	L	VSH31	VDH28
2578	0.064	YU	H	H	L	VSH31	VDH28
2579	0.085	YU	H	H	L	VSH31	VDH28
2580	0.066	YU	H	H	L	VSH31	VDH28
2581	0.075	YU	H	H	L	VSH31	VDH28
2582	0.063	YU	H	H	L	VSH31	VDH28
2583	0.069	YU	H	H	L	VSH31	VDH28
2584	0.101	YU	H	H	L	VSH31	VDH28
2585	0.095	YU	H	H	L	VSH31	VDH28
2586	0.081	YU	H	H	L	VSH31	VDH28
2587	0.075	YU	H	H	L	VSH31	VDH28
2588	0.069	YU	H	H	L	VSH31	VDH28
2589	0.068	YU	H	H	L	VSH31	VDH28
2590	0.069	YU	H	H	L	VSH31	VDH28
2591	0.068	YU	H	H	L	VSH31	VDH28
2592	0.075	YU	H	H	L	VSH31	VDH28
2593	0.054	YU	H	H	L	VSH31	VDH28
2594	0.062	YU	H	H	H	VSH31	VDH28
2595	0.073	YU	H	H	H	VSH31	VDH28
2596	0.065	YU	H	H	H	VSH31	VDH28
2597	0.066	YU	H	H	H	VSH31	VDH28
2598	0.072	YU	H	H	H	VSH31	VDH28
2599	0.066	YU	H	H	H	VSH31	VDH28
2600	0.054	YU	H	H	H	VSH31	VDH28
2601	0.083	YU	H	H	H	VSH31	VDH28
2602	0.073	YU	H	H	H	VSH31	VDH28
2603	0.092	YU	H	H	H	VSH31	VDH28
2604	0.058	YU	H	H	H	VSH31	VDH28
2605	0.072	YU	H	H	H	VSH31	VDH28
2606	0.076	YU	H	H	H	VSH31	VDH28
2607	0.075	YU	H	H	H	VSH31	VDH28
2608	0.073	YU	H	H	H	VSH31	VDH28
2609	0.081	YU	H	H	H	VSH31	VDH28
2610	0.082	YU	H	H	H	VSH31	VDH28
2611	0.065	YU	H	H	H	VSH31	VDH28
2612	0.073	YU	H	H	H	VSH31	VDH28
2613	0.075	YU	H	H	H	VSH31	VDH28
2614	0.077	YU	H	H	H	VSH31	VDH28
2615	0.072	YU	H	H	H	VSH31	VDH28
2616	0.069	YU	H	H	H	VSH31	VDH28
2617	0.071	YU	H	H	H	VSH31	VDH28
2618	0.074	YU	H	H	H	VSH31	VDH28
2619	0.071	YU	H	H	H	VSH31	VDH28
2620	0.068	YU	H	H	H	VSH31	VDH28
2621	0.062	YU	H	H	H	VSH31	VDH28
2622	0.069	YU	H	H	H	VSH31	VDH28
2623	0.062	YU	H	H	H	VSH31	VDH28
2624	0.075	YU	H	H	H	VSH31	VDH28
2625	0.059	YU	H	H	H	VSH31	VDH28
2626	0.06	YU	H	H	H	VSH31	VDH28
2627	0.074	YU	H	H	H	VSH31	VDH28
2628	0.064	YU	H	H	H	VSH31	VDH28
2629	0.067	YU	H	H	H	VSH31	VDH28
2630	0.071	YU	H	H	H	VSH31	VDH28
2631	0.058	YU	H	H	H	VSH31	VDH28
2632	0.07	YU	H	H	H	VSH31	VDH28
2633	0.059	YU	H	H	H	VSH31	VDH28
2634	0.075	YU	H	H	H	VSH31	VDH28
2635	0.09	YU	H	H	H	VSH31	VDH28
2636	0.075	YU	H	H	H	VSH31	VDH28
2637	0.072	YU	H	H	H	VSH31	VDH28
2638	0.07	YU	H	H	H	VSH31	VDH28
2639	0.06	YU	H	H	H	VSH31	VDH28
2640	0.102	YV	H	H	L	VSH31	VDH29
2641	0.092	YV	H	H	L	VSH31	VDH29
2642	0.1	YV	H	H	L	VSH31	VDH29
2643	0.088	YV	H	H	L	VSH31	VDH29
2644	0.062	YV	H	H	L	VSH31	VDH29
2645	0.076	YV	H	H	L	VSH31	VDH29
2646	0.095	YV	H	H	L	VSH31	VDH29
2647	0.098	YV	H	H	L	VSH31	VDH29
2648	0.087	YV	H	H	L	VSH31	VDH29
2649	0.081	YV	H	H	L	VSH31	VDH29
2650	0.091	YV	H	H	L	VSH31	VDH29
2651	0.102	YV	H	H	L	VSH31	VDH29
2652	0.082	YV	H	H	L	VSH31	VDH29
2653	0.112	YV	H	H	L	VSH31	VDH29
2654	0.114	YV	H	H	L	VSH31	VDH29
2655	0.082	YV	H	H	L	VSH31	VDH29
2656	0.099	YV	H	H	L	VSH31	VDH29
2657	0.106	YV	H	H	L	VSH31	VDH29
2658	0.101	YV	H	H	L	VSH31	VDH29
2659	0.109	YV	H	H	L	VSH31	VDH29
2660	0.064	YV	H	H	L	VSH31	VDH29
2661	0.102	YV	H	H	L	VSH31	VDH29
2662	0.105	YV	H	H	L	VSH31	VDH29
2663	0.086	YV	H	H	L	VSH31	VDH29
2664	0.092	YV	H	H	L	VSH31	VDH29
2665	0.088	YV	H	H	L	VSH31	VDH29
2666	0.092	YV	H	H	L	VSH31	VDH29
2667	0.094	YV	H	H	L	VSH31	VDH29
2668	0.093	YV	H	H	L	VSH31	VDH29
2669	0.104	YV	H	H	L	VSH31	VDH29
2670	0.085	YV	H	H	L	VSH31	VDH29
2671	0.08	YV	H	H	L	VSH31	VDH29
2672	0.089	YV	H	H	L	VSH31	VDH29
2673	0.101	YV	H	H	L	VSH31	VDH29
2674	0.111	YV	H	H	L	VSH31	VDH29
2675	0.067	YV	H	H	L	VSH31	VDH29
2676	0.092	YV	H	H	L	VSH31	VDH29
2677	0.078	YV	H	H	L	VSH31	VDH29
2678	0.107	YV	H	H	L	VSH31	VDH29
2679	0.102	YV	H	H	L	VSH31	VDH29
2680	0.094	YV	H	H	L	VSH31	VDH29
2681	0.102	YV	H	H	L	VSH31	VDH29
2682	0.065	YV	H	H	L	VSH31	VDH29
2683	0.094	YV	H	H	L	VSH31	VDH29
2684	0.089	YV	H	H	L	VSH31	VDH29
2685	0.098	YV	H	H	L	VSH31	VDH29
2686	0.093	YV	H	H	L	VSH31	VDH29
2687	0.078	YV	H	H	L	VSH31	VDH29
2688	0.082	YV	H	H	L	VSH31	VDH29
2689	0.089	YV	H	H	L	VSH31	VDH29
2690	0.091	YV	H	H	L	VSH31	VDH29
2691	0.072	YV	H	H	L	VSH31	VDH29
2692	0.062	YV	H	H	L	VSH31	VDH29
2693	0.083	YV	H	H	L	VSH31	VDH29
2694	0.08	YV	H	H	L	VSH31	VDH29
2695	0.112	YV	H	H	L	VSH31	VDH29
2696	0.075	YV	H	H	L	VSH31	VDH29
2697	0.095	YV	H	H	H	VSH31	VDH29
2698	0.111	YV	H	H	H	VSH31	VDH29
2699	0.094	YV	H	H	H	VSH31	VDH29
2700	0.097	YV	H	H	H	VSH31	VDH29
2701	0.081	YV	H	H	H	VSH31	VDH29
2702	0.097	YV	H	H	H	VSH31	VDH29
2703	0.088	YV	H	H	H	VSH31	VDH29
2704	0.107	YV	H	H	H	VSH31	VDH29
2705	0.099	YV	H	H	H	VSH31	VDH29
2706	0.099	YV	H	H	H	VSH31	VDH29
2707	0.089	YV	H	H	H	VSH31	VDH29
2708	0.082	YV	H	H	H	VSH31	VDH29
2709	0.082	YV	H	H	H	VSH31	VDH29
2710	0.097	YV	H	H	H	VSH31	VDH29
2711	0.087	YV	H	H	H	VSH31	VDH29
2712	0.098	YV	H	H	H	VSH31	VDH29
2713	0.089	YV	H	H	H	VSH31	VDH29
2714	0.114	YV	H	H	H	VSH31	VDH29
2715	0.096	YV	H	H	H	VSH31	VDH29
2716	0.085	YV	H	H	H	VSH31	VDH29
2717	0.101	YV	H	H	H	VSH31	VDH29
2718	0.094	YV	H	H	H	VSH31	VDH29
2719	0.101	YV	H	H	H	VSH31	VDH29
2720	0.098	YV	H	H	H	VSH31	VDH29
2721	0.096	YV	H	H	H	VSH31	VDH29
2722	0.096	YV	H	H	H	VSH31	VDH29
2723	0.093	YV	H	H	H	VSH31	VDH29
2724	0.09	YV	H	H	H	VSH31	VDH29
2725	0.092	YV	H	H	H	VSH31	VDH29
2726	0.103	YV	H	H	H	VSH31	VDH29
2727	0.106	YV	H	H	H	VSH31	VDH29
2728	0.108	YV	H	H	H	VSH31	VDH29
2729	0.097	YV	H	H	H	VSH31	VDH29
2730	0.086	YV	H	H	H	VSH31	VDH29
2731	0.101	YV	H	H	H	VSH31	VDH29
2732	0.09	YV	H	H	H	VSH31	VDH29
2733	0.091	YV	H	H	H	VSH31	VDH29
2734	0.09	YV	H	H	H	VSH31	VDH29
2735	0.094	YV	H	H	H	VSH31	VDH29
2736	0.102	YV	H	H	H	VSH31	VDH29
2737	0.101	YV	H	H	H	VSH31	VDH29
2738	0.084	YV	H	H	H	VSH31	VDH29
2739	0.103	YV	H	H	H	VSH31	VDH29
2740	0.093	YV	H	H	H	VSH31	VDH29
2741	0.086	YV	H	H	H	VSH31	VDH29
2742	0.088	YV	H	H	H	VSH31	VDH29
2743	0.093	YV	H	H	H	VSH31	VDH29
2744	0.096	YV	H	H	H	VSH31	VDH29
2745	0.069	YX	L	L	L	VSL39	VDL51
2746	0.064	YX	L	L	L	VSL39	VDL51
2747	0.062	YX	L	L	L	VSL39	VDL51
2748	0.062	YX	L	L	L	VSL39	VDL51
2749	0.067	YX	L	L	L	VSL39	VDL51
2750	0.061	YX	L	L	L	VSL39	VDL51
2751	0.069	YX	L	L	L	VSL39	VDL51
2752	0.071	YX	L	L	L	VSL39	VDL51
2753	0.063	YX	L	L	L	VSL39	VDL51
2754	0.067	YX	L	L	L	VSL39	VDL51
2755	0.065	YX	L	L	L	VSL39	VDL51
2756	0.067	YX	L	L	L	VSL39	VDL51
2757	0.067	YX	L	L	L	VSL39	VDL51
2758	0.081	YX	L	L	L	VSL39	VDL51
2759	0.063	YX	L	L	L	VSL39	VDL51
2760	0.065	YX	L	L	L	VSL39	VDL51
2761	0.062	YX	L	L	L	VSL39	VDL51
2762	0.065	YX	L	L	L	VSL39	VDL51
2763	0.058	YX	L	L	L	VSL39	VDL51
2764	0.062	YX	L	L	L	VSL39	VDL51
2765	0.065	YX	L	L	L	VSL39	VDL51
2766	0.08	YX	L	L	L	VSL39	VDL51
2767	0.065	YX	L	L	L	VSL39	VDL51
2768	0.061	YX	L	L	L	VSL39	VDL51
2769	0.072	YX	L	L	L	VSL39	VDL51
2770	0.057	YX	L	L	L	VSL39	VDL51
2771	0.059	YX	L	L	L	VSL39	VDL51
2772	0.064	YX	L	L	L	VSL39	VDL51
2773	0.064	YX	L	L	L	VSL39	VDL51
2774	0.066	YX	L	L	L	VSL39	VDL51
2775	0.065	YX	L	L	L	VSL39	VDL51
2776	0.072	YX	L	L	L	VSL39	VDL51
2777	0.063	YX	L	L	L	VSL39	VDL51
2778	0.065	YX	L	L	L	VSL39	VDL51
2779	0.069	YX	L	L	L	VSL39	VDL51
2780	0.06	YX	L	L	L	VSL39	VDL51
2781	0.064	YX	L	L	L	VSL39	VDL51
2782	0.06	YX	L	L	L	VSL39	VDL51
2783	0.062	YX	L	L	L	VSL39	VDL51
2784	0.062	YX	L	L	L	VSL39	VDL51
2785	0.066	YX	L	L	L	VSL39	VDL51
2786	0.071	YX	L	L	L	VSL39	VDL51
2787	0.07	YX	L	L	L	VSL39	VDL51
2788	0.059	YX	L	L	L	VSL39	VDL51
2789	0.06	YX	L	L	L	VSL39	VDL51
2790	0.063	YX	L	L	L	VSL39	VDL51
2791	0.062	YX	L	L	L	VSL39	VDL51
2792	0.07	YX	L	L	L	VSL39	VDL51
2793	0.076	YX	L	L	L	VSL39	VDL51
2794	0.068	YX	L	L	L	VSL39	VDL51
2795	0.055	YX	L	L	L	VSL39	VDL51
2796	0.078	YZ	L	H	H	VSL39	VDH32
2797	0.076	YZ	L	H	H	VSL39	VDH32
2798	0.058	YZ	L	H	H	VSL39	VDH32
2799	0.086	YZ	L	H	H	VSL39	VDH32
2800	0.083	YZ	L	H	H	VSL39	VDH32
2801	0.064	YZ	L	H	H	VSL39	VDH32
2802	0.069	YZ	L	H	H	VSL39	VDH32
2803	0.059	YZ	L	H	H	VSL39	VDH32
2804	0.074	YZ	L	H	H	VSL39	VDH32
2805	0.066	YZ	L	H	H	VSL39	VDH32
2806	0.072	YZ	L	H	H	VSL39	VDH32
2807	0.061	YZ	L	H	H	VSL39	VDH32
2808	0.071	YZ	L	H	H	VSL39	VDH32
2809	0.064	YZ	L	H	H	VSL39	VDH32
2810	0.075	YZ	L	H	H	VSL39	VDH32
2811	0.064	YZ	L	H	H	VSL39	VDH32
2812	0.071	YZ	L	H	H	VSL39	VDH32
2813	0.078	YZ	L	H	H	VSL39	VDH32
2814	0.075	YZ	L	H	H	VSL39	VDH32
2815	0.079	YZ	L	H	H	VSL39	VDH32
2816	0.073	YZ	L	H	H	VSL39	VDH32
2817	0.069	YZ	L	H	H	VSL39	VDH32
2818	0.073	YZ	L	H	H	VSL39	VDH32
2819	0.072	YZ	L	H	H	VSL39	VDH32
2820	0.068	YZ	L	H	H	VSL39	VDH32
2821	0.063	YZ	L	H	H	VSL39	VDH32
2822	0.065	YZ	L	H	H	VSL39	VDH32
2823	0.038	YZ	L	H	H	VSL39	VDH32
2824	0.064	YZ	L	H	H	VSL39	VDH32
2825	0.062	YZ	L	H	H	VSL39	VDH32
2826	0.052	YZ	L	H	H	VSL39	VDH32
2827	0.054	YZ	L	H	H	VSL39	VDH32
2828	0.075	YZ	L	H	H	VSL39	VDH32
2829	0.053	YZ	L	H	H	VSL39	VDH32
2830	0.069	YZ	L	H	H	VSL39	VDH32
2831	0.083	YZ	L	H	H	VSL39	VDH32
2832	0.065	YZ	L	H	H	VSL39	VDH32
