animal	FATHER	MOTHER
2654	VSH31	VDH29
2655	VSH31	VDH29
2656	VSH31	VDH29
2657	VSH31	VDH29
2658	VSH31	VDH29
2659	VSH31	VDH29
2660	VSH31	VDH29
2661	VSH31	VDH29
2662	VSH31	VDH29
2663	VSH31	VDH29
2664	VSH31	VDH29
2665	VSH31	VDH29
2666	VSH31	VDH29
2667	VSH31	VDH29
2668	VSH31	VDH29
2669	VSH31	VDH29
2670	VSH31	VDH29
2671	VSH31	VDH29
2672	VSH31	VDH29
2673	VSH31	VDH29
2674	VSH31	VDH29
2675	VSH31	VDH29
2676	VSH31	VDH29
2677	VSH31	VDH29
2678	VSH31	VDH29
2679	VSH31	VDH29
2680	VSH31	VDH29
2681	VSH31	VDH29
2682	VSH31	VDH29
2683	VSH31	VDH29
2684	VSH31	VDH29
2685	VSH31	VDH29
2686	VSH31	VDH29
2687	VSH31	VDH29
2688	VSH31	VDH29
2689	VSH31	VDH29
2690	VSH31	VDH29
2691	VSH31	VDH29
2692	VSH31	VDH29
2693	VSH31	VDH29
2694	VSH31	VDH29
2695	VSH31	VDH29
2696	VSH31	VDH29
2697	VSH31	VDH29
2698	VSH31	VDH29
2699	VSH31	VDH29
2700	VSH31	VDH29
2701	VSH31	VDH29
2702	VSH31	VDH29
2703	VSH31	VDH29
2704	VSH31	VDH29
2705	VSH31	VDH29
2706	VSH31	VDH29
2707	VSH31	VDH29
2708	VSH31	VDH29
2709	VSH31	VDH29
2710	VSH31	VDH29
2711	VSH31	VDH29
2712	VSH31	VDH29
2713	VSH31	VDH29
2714	VSH31	VDH29
2715	VSH31	VDH29
2716	VSH31	VDH29
2717	VSH31	VDH29
2718	VSH31	VDH29
2719	VSH31	VDH29
2720	VSH31	VDH29
2721	VSH31	VDH29
2722	VSH31	VDH29
2723	VSH31	VDH29
2724	VSH31	VDH29
2725	VSH31	VDH29
2726	VSH31	VDH29
2727	VSH31	VDH29
2728	VSH31	VDH29
2729	VSH31	VDH29
2730	VSH31	VDH29
2731	VSH31	VDH29
2732	VSH31	VDH29
2733	VSH31	VDH29
2734	VSH31	VDH29
2735	VSH31	VDH29
2736	VSH31	VDH29
2737	VSH31	VDH29
2738	VSH31	VDH29
2739	VSH31	VDH29
2740	VSH31	VDH29
2741	VSH31	VDH29
2742	VSH31	VDH29
2743	VSH31	VDH29
2744	VSH31	VDH29
2745	VSL39	VDL51
2746	VSL39	VDL51
2747	VSL39	VDL51
2748	VSL39	VDL51
2749	VSL39	VDL51
2750	VSL39	VDL51
2751	VSL39	VDL51
2752	VSL39	VDL51
2753	VSL39	VDL51
2754	VSL39	VDL51
2755	VSL39	VDL51
2756	VSL39	VDL51
2757	VSL39	VDL51
2758	VSL39	VDL51
2759	VSL39	VDL51
2760	VSL39	VDL51
2761	VSL39	VDL51
2762	VSL39	VDL51
2763	VSL39	VDL51
2764	VSL39	VDL51
2765	VSL39	VDL51
2766	VSL39	VDL51
2767	VSL39	VDL51
2768	VSL39	VDL51
2769	VSL39	VDL51
2770	VSL39	VDL51
2771	VSL39	VDL51
2772	VSL39	VDL51
2773	VSL39	VDL51
2774	VSL39	VDL51
2775	VSL39	VDL51
2776	VSL39	VDL51
2777	VSL39	VDL51
2778	VSL39	VDL51
2779	VSL39	VDL51
2780	VSL39	VDL51
2781	VSL39	VDL51
2782	VSL39	VDL51
2783	VSL39	VDL51
2784	VSL39	VDL51
2785	VSL39	VDL51
2786	VSL39	VDL51
2787	VSL39	VDL51
2788	VSL39	VDL51
2789	VSL39	VDL51
2790	VSL39	VDL51
2791	VSL39	VDL51
2792	VSL39	VDL51
2793	VSL39	VDL51
2794	VSL39	VDL51
2795	VSL39	VDL51
2796	VSL39	VDH32
2797	VSL39	VDH32
2798	VSL39	VDH32
2799	VSL39	VDH32
2800	VSL39	VDH32
2801	VSL39	VDH32
2802	VSL39	VDH32
2803	VSL39	VDH32
2804	VSL39	VDH32
2805	VSL39	VDH32
2806	VSL39	VDH32
2807	VSL39	VDH32
2808	VSL39	VDH32
2809	VSL39	VDH32
2810	VSL39	VDH32
2811	VSL39	VDH32
2812	VSL39	VDH32
2813	VSL39	VDH32
2814	VSL39	VDH32
2815	VSL39	VDH32
2816	VSL39	VDH32
2817	VSL39	VDH32
2818	VSL39	VDH32
2819	VSL39	VDH32
2820	VSL39	VDH32
2821	VSL39	VDH32
2822	VSL39	VDH32
2823	VSL39	VDH32
2824	VSL39	VDH32
2825	VSL39	VDH32
2826	VSL39	VDH32
2827	VSL39	VDH32
2828	VSL39	VDH32
2829	VSL39	VDH32
2830	VSL39	VDH32
2831	VSL39	VDH32
2832	VSL39	VDH32
